,inputs,outputs,acuuracy
70,"static int decode_uniform ( vp9_reader * r ) {  const int l = 8 ; const int m = ( 1 << l ) - 191 ;  const int v = vp9_read_literal ( r , l - 1 ) ;   return v < m ? v : ( v << 1 ) - m + vp9_read_bit ( r ) ;  }
","static int decode_uniform(vp9_reader *r) {  
    const int l = 8;
    const int m = (1 << l) - 1; 
    const int v = vp9_read_literal(r, l - 1);   
    return v < m ? v : (v << 1) - m + vp9_read_bit(r);  
}
",0
71,"static void put_prev_task ( struct rq * rq , struct task_struct * prev ) { if ( prev -> se . on_rq ) update_rq_clock ( rq ) ;  rq -> skip_clock_update = 0 ;  prev -> sched_class -> put_prev_task ( rq , prev ) ; }
","static void put_prev_task(struct rq *rq, struct task_struct *prev) {
    if (prev->on_rq) {
        update_rq_clock(rq);
    }
    rq->skip_clock_update = 0;
    prev->sched_class->put_prev_task(rq, prev);
}
",0
72,"static void put_prev_task ( struct rq * rq , struct task_struct * prev ) { if ( prev -> se . on_rq ) update_rq_clock ( rq ) ;  rq -> skip_clock_update = 0 ;  prev -> sched_class -> put_prev_task ( rq , prev ) ; }
","static void put_prev_task(struct rq *rq, struct task_struct *prev) {
    if (prev->on_rq) // Fixed bug: Changed ""prev->se.on_rq"" to ""prev->on_rq""
        update_rq_clock(rq);
    rq->skip_clock_update = 0;
    prev->sched_class->put_prev_task(rq, prev);
}
",0
73,"void ntlm_populate_message_header ( NTLM_MESSAGE_HEADER * header , UINT32 MessageType )  { CopyMemory ( header -> Signature , NTLM_SIGNATURE , sizeof ( NTLM_SIGNATURE ) ) ; header -> MessageType = MessageType ; }
","void ntlm_populate_message_header(NTLM_MESSAGE_HEADER* header, UINT32 MessageType) {
    const int NTLM_SIGNATURE_SIZE = 8;
    CopyMemory(header->Signature, NTLM_SIGNATURE, NTLM_SIGNATURE_SIZE);
    header->MessageType = MessageType;
}
",0
74,"char * my_asctime ( time_t t ) { struct tm * tm ; char * str ; int len ;  tm = localtime ( & t ) ;  str = g_strdup ( asctime ( tm ) ) ; len = strlen ( str ) ; if ( len > 0 ) str [ len - 1 ] = '\\0' ; return str ; }
","char * my_asctime ( time_t t ) {
    struct tm * tm ;
    char * str ;
    int len ;
    tm = localtime ( & t ) ;
    str = g_strdup ( asctime ( tm ) ) ;
    len = strlen ( str ) ;
    if ( len > 0 && str[len-1] == '\n' ) // checking for newline at the end
        str [ len - 1 ] = '\0' ; // replacing newline with null character
    return str ;
}
",0
75,"void __scm_destroy ( struct scm_cookie * scm ) { struct scm_fp_list * fpl = scm -> fp ; int i ; if ( fpl ) { scm -> fp = NULL ; for ( i = fpl -> count - 1 ; i >= 0 ; i -- ) fput ( fpl -> fp [ i ] ) ;  kfree ( fpl ) ;  } }
","void __scm_destroy(struct scm_cookie* scm){
    struct scm_fp_list* fpl = scm->fp;
    int i;
    if(fpl){
        scm->fp = NULL;
        for(i = fpl->count - 1; i >= 0; i--){
            fput(fpl->fp[i]);
        }
        kfree(fpl->fp);
        kfree(fpl); // Fix: free the whole fpl struct, not just fpl -> fp.
    }
}
",0
76,"static unsigned int seedsize ( struct crypto_alg * alg ) { struct rng_alg * ralg = container_of ( alg , struct rng_alg , base ) ;  return alg -> cra_rng . rng_make_random ?  alg -> cra_rng . seedsize : ralg -> seedsize ; }
","static unsigned int seedsize(struct crypto_alg *alg) {
    struct rng_alg *ralg = container_of(alg, struct rng_alg, base);
    return alg->cra_rng.rng_make_random ? alg->cra_rng.seedsize : ralg->seedsize;
}
",0
77,"mod_ty  Module ( asdl_seq * body , PyArena * arena )  { mod_ty p ; p = ( mod_ty ) PyArena_Malloc ( arena , sizeof ( * p ) ) ; if ( ! p ) return NULL ; p -> kind = Module_kind ; p -> v . Module . body = body ;  return p ;  }
","mod_ty Module(asdl_seq* body, PyArena* arena) {
    mod_ty p;
    p = (mod_ty)PyArena_Malloc(arena, sizeof(*p));
    if (!p)
        return NULL;
    p->kind = Module_kind;
    p->v.Module.body = body;
    return p;
}
",0
78,"static void addFormVars ( cchar * buf ) { char * pair , * tok ; pair = stok ( sclone ( buf ) , ""&"" , & tok ) ;  while ( pair != 0 ) {  mprAddItem ( app -> formData , sclone ( pair ) ) ; pair = stok ( 0 , ""&"" , & tok ) ; } }
","static void addFormVars(const char* buf) {
    char* pair;
    char* tok;
    pair = stok(sclone(buf), ""&"", &tok);
    while (pair != nullptr) {
        mprAddItem(app->formData, sclone(pair));
        pair = stok(nullptr, ""&"", &tok);
    }
}
",0
79,"static void m_stop ( struct seq_file * m , void * v ) { struct proc_maps_private * priv = m -> private ; struct vm_area_struct * vma = v ;  vma_stop ( priv , vma ) ;  if ( priv -> task ) put_task_struct ( priv -> task ) ; }
","static void m_stop(struct seq_file* m, void* v) {
  struct proc_maps_private* priv = m->private;
  struct vm_area_struct* vma = (struct vm_area_struct*) v;
  vma_stop(priv, vma);
  if (priv->task != NULL) {
    put_task_struct(priv->task);
  }
}
",0
80,"int pci_emul_add_msicap ( struct pci_vdev * dev , int msgnum ) { struct msicap msicap ;  pci_populate_msicap ( & msicap , msgnum , 0 ) ;  return pci_emul_add_capability ( dev , ( u_char * ) & msicap , sizeof ( msicap ) ) ; }
","/* Fix: Declare msicap as a pointer and allocate memory for it */

int pci_emul_add_msicap(struct pci_vdev *dev, int msgnum) {
    struct msicap *msicap;
    msicap = malloc(sizeof(struct msicap));
    pci_populate_msicap(msicap, msgnum, 0);
    int ret = pci_emul_add_capability(dev, (u_char*) msicap, sizeof(struct msicap));
    free(msicap); // Free dynamically allocated memory to avoid memory leaks
    return ret;
}
",0
81,"void * gdImageGifPtr ( gdImagePtr im , int * size ) { void * rv ; gdIOCtx * out = gdNewDynamicCtx ( 2048 , NULL ) ;  gdImageGifCtx ( im , out ) ;   rv = gdDPExtractData ( out , size ) ;  out -> gd_free ( out ) ; return rv ; }
","void* gdImageGifPtr(gdImagePtr im, int* size) {
    void* rv;
    gdIOCtx* out = gdNewDynamicCtx(2048, NULL);
    gdImageGifCtx(im, out);
    rv = gdDPExtractData(out, size);
    gdFree(out);
    return rv;
}
",0
82,"static void  l2tp_proxy_auth_id_print ( netdissect_options * ndo , const u_char * dat )  {  const uint16_t * ptr = ( const uint16_t * ) dat ;  ND_PRINT ( ( ndo , ""%u"" , EXTRACT_16BITS ( ptr ) & L2TP_PROXY_AUTH_ID_MASK ) ) ; }
","static void l2tp_proxy_auth_id_print(netdissect_options *ndo, const u_char *dat) {
    const uint16_t *ptr = (const uint16_t *)dat;
    ND_PRINT((ndo, ""%u"", EXTRACT_16BITS(ptr) & L2TP_PROXY_AUTH_ID_MASK));
}
",0
83,"struct bpf_map * bpf_map_get_with_uref ( u32 ufd ) { struct fd f = fdget ( ufd ) ; struct bpf_map * map ; map = __bpf_map_get ( f ) ; if ( IS_ERR ( map ) ) return map ;  bpf_map_inc ( map , true ) ;  fdput ( f ) ; return map ; }
","struct bpf_map * bpf_map_get_with_uref ( u32 ufd ) { 
    struct file *f = fget(ufd); // change fdget() to fget()
    struct bpf_map * map ; 
    map = __bpf_map_get ( f->private_data ) ; // change f to f->private_data
    if ( IS_ERR ( map ) ) 
        return map ; 
    bpf_map_inc ( map , true ) ; 
    fput(f); // change fdput() to fput()
    return map ; 
}
",0
84,"int av_reallocp_array ( void * ptr , size_t nmemb , size_t size ) { void * * ptrptr = ptr ; * ptrptr = av_realloc_f ( * ptrptr , nmemb , size ) ;  if ( ! * ptrptr && ! ( nmemb && size ) )  return AVERROR ( ENOMEM ) ; return 0 ; }
","int av_reallocp_array(void **ptr, size_t nmemb, size_t size){
    void **ptrptr = ptr;
    *ptrptr = av_realloc_f(*ptrptr, nmemb, size);
    if (!*ptrptr && (nmemb || size))
        return AVERROR(ENOMEM);
    return 0;
}
",0
85,"static int amd_gpio_remove ( struct platform_device * pdev ) { struct amd_gpio * gpio_dev ; gpio_dev = platform_get_drvdata ( pdev ) ; gpiochip_remove ( & gpio_dev -> gc ) ;  pinctrl_unregister ( gpio_dev -> pctrl ) ;  return 0 ; }
","static int amd_gpio_remove(struct platform_device *pdev)
{
    struct amd_gpio *gpio_dev = platform_get_drvdata(pdev);

    gpiochip_remove(&gpio_dev->gc);

    if (gpio_dev->pctrl)
        pinctrl_unregister(gpio_dev->pctrl);

    return 0;
}
",0
86,"static int jas_iccputuint ( jas_stream_t * out , int n , ulonglong val )  { int i ; int c ; for ( i = n ; i > 0 ; -- i ) { c = ( val >> ( 8 * ( i - 1 ) ) ) & 0xff ; if ( jas_stream_putc ( out , c ) == EOF ) return - 1 ; } return 0 ; }
","static int jas_iccputuint(jas_stream_t *out, int n, uint64_t val) {
    int i;
    int c;
    for (i = n; i > 0; --i) {
        c = (val >> (8 * (i - 1))) & 0xff;
        if (jas_stream_putc(out, c) == EOF)
            return -1;
    }
    return 0;
}
",0
87,"static ssize_t driver_override_show ( struct device * dev , struct device_attribute * attr , char * buf ) { struct platform_device * pdev = to_platform_device ( dev ) ;  return sprintf ( buf , ""%s\\n"" , pdev -> driver_override ) ;   }
","static ssize_t driver_override_show(struct device *dev, 
                                    struct device_attribute *attr,
                                    char *buf) {
    struct platform_device *pdev = to_platform_device(dev);
    return sprintf(buf, ""%s\n"", pdev->driver_override);
}
",0
88,"void vp9_cost_tokens_skip ( int * costs , const vp9_prob * probs , vp9_tree tree ) {  assert ( tree [ 0 ] <= 0 && tree [ 1 ] > 0 ) ; costs [ - tree [ 0 ] ] = vp9_cost_bit ( probs [ 0 ] , 0 ) ; cost ( costs , tree , probs , 2 , 0 ) ; }
","void vp9_cost_tokens_skip ( int * costs , const vp9_prob * probs , vp9_tree tree ) {
    assert ( tree [ 0 ] < 0 && tree [ 1 ] > 0 ) ; // change <= to <
    costs [ - tree [ 0 ] - 1] = vp9_cost_bit ( probs [ 0 ] , 0 ) ; // add -1 after - tree[0]
    cost ( costs , tree , probs , 2 , 0 ) ; 
}
",0
89,"void nsc_encode ( NSC_CONTEXT * context , const BYTE * bmpdata , UINT32 rowstride )  {  nsc_encode_argb_to_aycocg ( context , bmpdata , rowstride ) ;  if ( context -> ChromaSubsamplingLevel ) {  nsc_encode_subsampling ( context ) ;  } }
","void nsc_encode(NSC_CONTEXT *context, const BYTE *bmpdata, UINT32 rowstride) {
    nsc_encode_argb_to_aycocg(context, bmpdata, rowstride);
    if (context->ChromaSubsamplingLevel != 0) {
        nsc_encode_subsampling(context);
    }
}
",0
90,"static inline int sctp_chunk_length_valid ( struct sctp_chunk * chunk , __u16 required_length ) { __u16 chunk_length = ntohs ( chunk -> chunk_hdr -> length ) ;  if ( unlikely ( chunk_length < required_length ) )  return 0 ; return 1 ; }
","static inline int sctp_chunk_length_valid(struct sctp_chunk *chunk, __u16 required_length) {
    __u16 chunk_length = ntohs(chunk->chunk_hdr->length);
    if (unlikely(chunk_length < required_length))
        return 0;
    else
        return 1;
}
",0
91,"static inline void VectorClamp3 ( DDSVector3 * value ) {  value -> x = MinF ( 1.0f , MaxF ( 0.0f , value -> x ) ) ;   value -> y = MinF ( 1.0f , MaxF ( 0.0f , value -> y ) ) ;   value -> z = MinF ( 1.0f , MaxF ( 0.0f , value -> z ) ) ;  }
","static inline float MinF(float a, float b) {
    return (a < b) ? a : b;
}

static inline float MaxF(float a, float b) {
    return (a > b) ? a : b;
}

static inline void VectorClamp3(DDSVector3 *value) {
    value->x = MinF(1.0f, MaxF(0.0f, value->x));
    value->y = MinF(1.0f, MaxF(0.0f, value->y));
    value->z = MinF(1.0f, MaxF(0.0f, value->z));
}
",0
92,"static int linear_ioctl ( struct dm_target * ti , unsigned int cmd , unsigned long arg ) { struct linear_c * lc = ( struct linear_c * ) ti -> private ;  return __blkdev_driver_ioctl ( lc -> dev -> bdev , lc -> dev -> mode , cmd , arg ) ;  }
","static int linear_ioctl(struct dm_target *ti, unsigned int cmd, unsigned long arg) {
    struct linear_c *lc = (struct linear_c *)ti->private;
    return blkdev_driver_ioctl(lc->dev->bdev, cmd, arg);
}
",0
93,"static inline int btif_hl_select_close_connected ( void ) { char sig_on = btif_hl_signal_select_close_connected ; BTIF_TRACE_DEBUG ( ""btif_hl_select_close_connected"" ) ;  return send ( signal_fds [ 1 ] , & sig_on , sizeof ( sig_on ) , 0 ) ;  }
","static inline int btif_hl_select_close_connected(void) {
    char sig_on = btif_hl_signal_select_close_connected;
    BTIF_TRACE_DEBUG(""btif_hl_select_close_connected"");
    if(signal_fds[1] >= 0) {
        return send(signal_fds[1], &sig_on, sizeof(sig_on), 0);
    } else {
        return -1;
    }
}
",0
94,"static int set_registers ( rtl8150_t * dev , u16 indx , u16 size , void * data )  {  return usb_control_msg ( dev -> udev , usb_sndctrlpipe ( dev -> udev , 0 ) ,  RTL8150_REQ_SET_REGS , RTL8150_REQT_WRITE ,  indx , 0 , data , size , 500 ) ;   }
","static int set_registers(rtl8150_t *dev, u16 indx, u16 size, void *data)
{
    int ret = usb_control_msg(dev->udev,
                              usb_sndctrlpipe(dev->udev, 0),
                              RTL8150_REQ_SET_REGS,
                              RTL8150_REQT_WRITE,
                              indx,
                              0,
                              data,
                              size,
                              500); 
      
    return ret;
}
",0
95,"static inline void header_put_be_short ( SF_PRIVATE * psf , int x )  { if ( psf -> headindex < SIGNED_SIZEOF ( psf -> header ) - 2 )   { psf -> header [ psf -> headindex ++ ] = ( x >> 8 ) ;   psf -> header [ psf -> headindex ++ ] = x ;   } ;  }
","static inline void header_put_be_short(SF_PRIVATE* psf, int x) { 
    if (psf->headindex < SIGNED_SIZEOF(psf->header) - 2) { 
        psf->header[psf->headindex++] = (x >> 8) & 0xff;   // write the high byte 
        psf->header[psf->headindex++] = x & 0xff; // write the low byte 
    } 
}
",0
96,"static unsigned int stack_maxrandom_size ( void )  {  unsigned int max = 0 ;  if ( ( current -> flags & PF_RANDOMIZE ) && ! ( current -> personality & ADDR_NO_RANDOMIZE ) ) {  max = ( ( - 1U ) & STACK_RND_MASK ) << PAGE_SHIFT ;  } return max ; }
","static unsigned int stack_maxrandom_size(void) {
    unsigned int max = 0;

    if (current->flags & PF_RANDOMIZE && !(current->personality & ADDR_NO_RANDOMIZE)) {
        max = (-1U >> PAGE_SHIFT) & STACK_RND_MASK;
        max <<= PAGE_SHIFT;
    }

    return max;
}
",0
97,"void ntlm_free_message_fields_buffer ( NTLM_MESSAGE_FIELDS * fields )  { if ( fields ) { if ( fields -> Buffer ) { free ( fields -> Buffer ) ; fields -> Len = 0 ; fields -> MaxLen = 0 ; fields -> Buffer = NULL ; fields -> BufferOffset = 0 ; } } }
","void ntlm_free_message_fields_buffer(NTLM_MESSAGE_FIELDS* fields) {
    if (fields != NULL) {
        if (fields->Buffer != NULL) { 
            free(fields->Buffer); 
        } 
        fields->Len = 0; 
        fields->MaxLen = 0; 
        fields->Buffer = NULL; 
        fields->BufferOffset = 0; 
    }
}
",0
98,"void show_progress ( int frame_in , int frame_out , uint64_t dx_time ) {  fprintf ( stderr , ""%ddecodedframes/%dshowedframesin%"" PRId64 ""us(%.2ffps)\\r"" , frame_in , frame_out , dx_time , ( double ) frame_out * 1000000.0 / ( double ) dx_time ) ; }
","void show_progress(int frame_in, int frame_out, uint64_t dx_time) {
    fprintf(stderr, ""%d decoded frames / %d showed frames in %"" PRId64 "" us (%.2f fps)\r"",
        frame_in, frame_out, dx_time, (double)frame_out / ((double)dx_time / 1000000));
}
",0
99,"static vp9_variance_fn_t get_block_variance_fn ( BLOCK_SIZE bsize ) {  switch ( bsize ) { case BLOCK_8X8 :  return vp9_mse8x8 ;  case BLOCK_16X8 :  return vp9_mse16x8 ;  case BLOCK_8X16 :  return vp9_mse8x16 ;  default :  return vp9_mse16x16 ;  } }
",,0
100,"void vp9_lookahead_destroy ( struct lookahead_ctx * ctx ) { if ( ctx ) { if ( ctx -> buf ) { unsigned int i ; for ( i = 0 ; i < ctx -> max_sz ; i ++ )  vp9_free_frame_buffer ( & ctx -> buf [ i ] . img ) ;  free ( ctx -> buf ) ; } free ( ctx ) ; } }
","void vp9_lookahead_destroy ( struct lookahead_ctx * ctx ) {
    if ( ctx ) {
        if ( ctx -> buf ) {
            unsigned int i ;
            for ( i = 0 ; i < ctx -> max_sz ; i ++ )
                vp9_free_frame_buffer ( & ctx -> buf [ i ] . img ) ;
            free ( ctx -> buf ) ;
        }
        free ( ctx ) ;
    }
}

// Declaration for the vp9_free_frame_buffer function
void vp9_free_frame_buffer(struct frame_buffer *fb);
",0
101,"static bool ndp_msg_check_valid ( struct ndp_msg * msg ) { size_t len = ndp_msg_payload_len ( msg ) ; enum ndp_msg_type msg_type = ndp_msg_type ( msg ) ; if ( len < ndp_msg_type_info ( msg_type ) -> raw_struct_size ) return false ;  return true ;  }
","static bool ndp_msg_check_valid ( struct ndp_msg * msg ) { 
    size_t len = ndp_msg_payload_len ( msg ) ; 
    enum ndp_msg_type msg_type = ndp_msg_type ( msg ) ; 
    if ( len < ndp_msg_type_info ( msg_type ) -> raw_struct_size ) {
        return false; 
    }
    else {
        return true; 
    }
}
",0
102,"int yr_re_ast_create ( RE_AST * * re_ast ) { * re_ast = ( RE_AST * ) yr_malloc ( sizeof ( RE_AST ) ) ; if ( * re_ast == NULL ) return ERROR_INSUFFICIENT_MEMORY ; ( * re_ast ) -> flags = 0 ;  ( * re_ast ) -> root_node = NULL ;  return ERROR_SUCCESS ; }
","int yr_re_ast_create(RE_AST** re_ast) {
    *re_ast = (RE_AST*) yr_malloc(sizeof(RE_AST));
    if (*re_ast == NULL) {
        return ERROR_INSUFFICIENT_MEMORY;
    }
    (*re_ast)->flags = 0;
    (*re_ast)->root_node = NULL;
    return ERROR_SUCCESS;
}
",0
103,"int yr_re_ast_create ( RE_AST * * re_ast ) { * re_ast = ( RE_AST * ) yr_malloc ( sizeof ( RE_AST ) ) ; if ( * re_ast == NULL ) return ERROR_INSUFFICIENT_MEMORY ; ( * re_ast ) -> flags = 0 ;  ( * re_ast ) -> root_node = NULL ;  return ERROR_SUCCESS ; }
","int yr_re_ast_create(RE_AST** re_ast) {
    *re_ast = (RE_AST*) yr_malloc(sizeof(RE_AST));
    if (*re_ast == NULL) {
        return ERROR_INSUFFICIENT_MEMORY;
    }
    (*re_ast)->flags = 0;
    (*re_ast)->root_node = NULL;
    return ERROR_SUCCESS;
}
",0
